DomainName,IPAddress,Latitude,Longitude,DistanceTo,TTL,Time8B,Time64kB
smugmug.com,52.4.71.155,39.0335,-77.4838,7021.30043237676,,,
wufoo.com,75.98.93.66,37.3961,-121.9617,9393.53191348664,,,
globo.com,186.192.90.5,-22.9083,-43.1971,10107.3161090871,,,
cmu.edu,128.2.42.10,40.4439,-79.9561,7057.00196054518,,,
domainmarket.com,174.137.132.100,40.7276,-73.6344,6654.96044062534,,,
odnoklassniki.ru,217.20.147.94,55.6807,37.6678,1453.29705614928,,,
twitpic.com,173.236.110.98,41.8825,-87.6441,7377.77622675996,,,
ovh.net,213.186.33.6,50.6917,3.20014,969.76126550313,,,
home.pl,212.85.96.1,53.4328,14.556,309.30569276041,,,
naver.com,202.179.177.22,37.3827,127.119,8058.35936661505,,,
google.ru,195.95.178.123,44.5132,26.0806,994.996082768249,,,
si.edu,160.111.244.224,38.8749,-77.0325,7006.44883419292,,,
newyorker.com,104.156.81.239,37.7697,-122.3933,9371.36157572122,,,
blogs.com,190.93.244.47,37.3394,-121.895,9396.82870037617,,,
sciencedirect.com,198.81.200.2,39.6182,-84.2488,7374.11361197032,,,
hibu.com,72.21.92.49,34.0119,-118.4682,9598.78554725025,,,
hud.gov,2620:0:c92::167:13,38.8835,-77.0227,7005.1724373306,,,
hhs.gov,52.7.111.176,39.0335,-77.4838,7021.30043237676,,,
dmoz.org,207.200.74.38,37.4284,-122.072,9394.28969097896,,,
dot.gov,dot.gov,0,0,5904.19023439229,,,
cyberchimps.com,69.16.195.23,42.7257,-84.636,7141.95698258505,,,
google.com.hk,195.95.178.110,44.5132,26.0806,994.996082768249,,,
jalbum.net,94.254.121.130,59.3293,18.0686,917.336891366948,,,
craigslist.org,208.82.238.129,37.7607,-122.4842,9375.55085923441,,,
zimbio.com,104.156.85.175,37.7697,-122.3933,9371.36157572122,,,
chronoengine.com,72.52.217.124,42.7257,-84.636,7141.95698258505,,,
cnbc.com,207.223.6.19,39.953,-75.1756,6808.81163616176,,,
uiuc.edu,192.17.13.36,40.1095,-88.2123,7557.55781121564,,,
vistaprint.com,54.173.9.132,39.0335,-77.4838,7021.30043237676,,,
symantec.com,155.64.49.54,37.312,-121.966,9402.20169990828,,,
prlog.org,174.129.23.171,39.0335,-77.4838,7021.30043237676,,,
360.cn,222.73.144.195,31.0456,121.3997,8279.49260448263,,,
indiatimes.com,223.165.27.13,28.4337,77.1026,5532.04215496861,,,
mtv.com,206.220.43.92,43.5647,-79.5852,6789.18991518093,,,
webeden.co.uk,82.145.39.185,51.5294,-0.725267,1232.07824231952,,,
java.com,104.86.190.240,52.374,4.8897,847.029646542602,,,
cisco.com,72.163.4.161,37.425,-121.946,9390.03279976852,,,
japanpost.jp,203.202.223.140,34.6864,135.52,8746.33772401527,,,
4shared.com,204.155.149.31,32.8343,-97.2289,8690.71852707924,,,
github.io,23.235.37.133,37.7697,-122.3933,9371.36157572122,,,
mayoclinic.com,129.176.217.6,44.0225,-92.4668,7454.05149389982,,,
studiopress.com,72.10.35.80,34.0202,-118.3928,9594.89049004806,,,
admin.ch,admin.ch,0,0,5904.19023439229,,,
virginia.edu,128.143.22.79,38.0329,-78.5137,7163.50755595421,,,
printfriendly.com,104.154.39.167,37.4192,-122.0574,9394.68873480664,,,
mlb.com,209.102.213.14,40.7871,-74.3291,6692.81256254149,,,
omniture.com,66.235.132.91,40.3245,-111.9618,8708.95131484954,,,
simplemachines.org,66.71.247.134,33.7516,-84.3915,7871.56575149886,,,
dell.com,143.166.135.105,30.6568,-97.6026,8908.15136724688,,,
accuweather.com,207.242.93.24,40.7975,-77.9021,6907.27859255538,,,
princeton.edu,140.180.223.22,40.3756,-74.6597,6744.63086256663,,,
fotki.com,185.12.236.31,59.4422,24.8318,1049.29627189658,,,
comcast.net,69.252.80.75,39.934,-74.7485,6784.1914900712,,,
chron.com,174.143.228.153,29.4889,-98.3987,9058.41938289093,,,
nyu.edu,128.122.119.209,40.7317,-73.9885,6676.29002990136,,,
wp.com,192.0.78.25,37.7484,-122.4156,9374.32576416622,,,
merriam-webster.com,38.69.47.251,41.8826,-87.6292,7376.94988362507,,,
nba.com,157.166.249.247,33.749,-84.388,7871.57408883046,,,
shop-pro.jp,210.157.19.63,35.685,139.7514,8865.16482895238,,,
lulu.com,216.27.62.241,34.7888,-92.4127,8249.89812234075,,,
furl.net,72.26.232.201,37.3338,-121.8915,9397.26710703838,,,
indiegogo.com,50.56.16.232,29.4889,-98.3987,9058.41938289093,,,
buzzfeed.com,75.101.132.179,39.0335,-77.4838,7021.30043237676,,,
tuttocitta.it,212.48.3.222,45.4643,9.1895,853.182412081154,,,
ox.ac.uk,129.67.242.155,51.7158,-1.2925,1269.51366132198,,,
mapy.cz,77.75.77.138,50.0715,14.4009,218.186419613173,,,
army.mil,army.mil,0,0,5904.19023439229,,,
csmonitor.com,50.57.23.79,29.4889,-98.3987,9058.41938289093,,,
bravesites.com,65.39.176.90,49.3163,-124.3194,8262.40565657567,,,
tamu.edu,165.91.22.70,30.6521,-96.341,8838.24122728692,,,
rediff.com,23.219.163.32,42.3626,-71.0843,6375.72552759532,,,
toplist.cz,88.86.101.2,50.7931,15.0365,143.981714065927,,,
yellowpages.com,208.93.105.173,34.1526,-118.2645,9576.46212550209,,,
va.gov,152.131.96.221,38.9008,-77.0351,7004.5588509476,,,
tiny.cc,192.241.240.89,40.749,-73.9865,6674.84248924571,,,
netlog.com,77.73.178.49,51.0535,3.72364,928.533693395808,,,
elpais.com,91.216.63.240,40.4165,-3.7026,1988.18666333518,,,
oakley.com,162.209.69.253,29.4889,-98.3987,9058.41938289093,,,
multiply.com,72.52.4.91,42.3626,-71.0843,6375.72552759532,,,
tmall.com,140.205.130.99,30.2936,120.1614,8269.21458707361,,,
hostgator.com,159.253.147.8,52.374,4.8897,847.029646542602,,,
nymag.com,23.235.37.204,37.7697,-122.3933,9371.36157572122,,,
fema.gov,173.252.133.166,39.9523,-75.1638,6808.14600404617,,,
blogtalkradio.com,8.14.83.67,40.0721,-74.2069,6740.352246049,,,
china.com.cn,202.130.245.42,39.9289,116.3883,7237.08660546647,,,
unblog.fr,87.98.153.48,50.6917,3.20014,969.76126550313,,,
fastcompany.com,50.19.211.157,39.0335,-77.4838,7021.30043237676,,,
earthlink.net,209.86.93.206,38.9822,-94.6708,8005.39430684178,,,
vinaora.com,66.147.240.159,40.2181,-111.6133,8704.42777148547,,,
msu.edu,35.9.15.49,42.7283,-84.4882,7133.49711030626,,,
aboutads.info,198.101.197.43,29.4889,-98.3987,9058.41938289093,,,
ucsd.edu,132.239.180.101,32.8807,-117.2359,9660.42236205492,,,
sogou.com,106.120.188.47,39.9289,116.3883,7237.08660546647,,,
seattletimes.com,54.231.176.147,45.7788,-119.529,8464.88012401601,,,
dyndns.org,204.13.248.116,43.0079,-71.495,6353.03344991367,,,
123-reg.co.uk,94.136.40.129,53.7839,-1.57344,1291.86043241579,,,
sbwire.com,148.163.88.134,36.7889,-114.1431,9144.61231765058,,,
tinypic.com,209.17.68.209,39.7392,-104.9847,8453.11076232662,,,
acquirethisname.com,69.64.157.84,47.6727,-122.1873,8363.27416001115,,,
shutterfly.com,136.179.236.70,33.3673,-111.9357,9380.38620390169,,,
walmart.com,161.170.244.20,36.3457,-94.2514,8214.85201942871,,,
pen.io,104.31.200.4,37.7697,-122.3933,9371.36157572122,,,
arizona.edu,128.196.128.233,32.2338,-110.95,9444.49745032855,,,
woothemes.com,192.0.66.3,37.7484,-122.4156,9374.32576416622,,,
scientificamerican.com,64.106.177.144,40.7209,-74.0468,6680.67696495654,,,
themeforest.net,23.33.1.231,52.374,4.8897,847.029646542602,,,
spotify.com,194.132.197.147,34.5098,135.441,8758.49479142539,,,
cam.ac.uk,131.111.150.25,52.2124,0.1534,1168.23267080064,,,
unc.edu,152.19.230.139,36.0525,-79.1077,7359.6333132416,,,
arstechnica.com,50.31.151.33,41.8776,-87.6272,7377.25615092337,,,
hao123.com,180.149.131.31,39.9289,116.3883,7237.08660546647,,,
illinois.edu,192.17.13.36,40.1095,-88.2123,7557.55781121564,,,
bloglovin.com,194.0.59.30,59.3243,18.0754,916.813303813846,,,
nsw.gov.au,203.3.232.71,-33.8794,151.2193,15884.9354222588,,,
ihg.com,184.50.171.213,52.374,4.8897,847.029646542602,,,
pcworld.com,70.42.185.10,37.7831,-122.393,9369.99212728749,,,
